user_id,predict
9,0.11646692691517553
61,0.12296297516329481
62,0.15847568728737554
80,0.042076980479593025
88,0.9436823652487163
99,0.6567347675430442
109,0.11084435791096664
115,0.10585181730500227
135,0.06366762878850182
200,0.5167830133639156
219,0.2777673436945218
226,0.12408541614137442
227,0.3187773848637343
230,0.4758064209127192
251,0.40828240860787024
265,0.1792478304311756
269,0.21471108829563346
287,1.4045055152255703
309,0.07246854675010604
312,0.23582015042556637
320,0.20179702207375994
326,0.22279424567734465
327,0.08520003966697924
331,0.3658068129502057
346,0.2892521594362814
361,0.049581693588193074
378,0.22971586356340587
384,0.3364289261377976
392,0.05175012578265128
402,0.34940629581893057
430,0.03604593483520818
442,0.8223277864059484
553,0.13785079171134113
558,0.13050590608368057
572,0.17280980064921128
579,0.1001911651003312
632,0.10901275944478049
641,0.285413675332279
673,0.05056385313963503
700,0.28353651146974557
710,0.20485590940184306
713,0.4793616311964573
731,0.20502145010580847
754,0.13776179532828892
777,0.2109048365547804
781,0.14696043674258585
787,0.243138532904178
803,0.24863204000573574
809,0.3264831006518946
822,0.059101842829523174
840,0.5670803050865346
861,0.05450489900734592
869,0.27733621053120466
882,0.17717127358485427
884,0.13225698670411093
897,0.4588633183657154
905,0.39036536768351116
908,0.07339187147914203
953,0.15251254941748793
974,0.6954852747155353
975,0.09642338427087371
983,0.20356351034229617
986,0.13556692522109162
988,0.10664938775847707
1018,0.3504758372246462
1020,0.08220213678554367
1068,0.8108560734798951
1114,0.17899012401418785
1128,0.1556374281763166
1147,0.2814781533288664
1166,0.4249409992079688
1169,0.11055120014067508
1175,0.20100799735897915
1185,0.30111283094415325
1213,0.19776416791519913
1218,0.34810491441836
1227,0.1338662956057873
1255,0.09445290513598316
1264,0.08442694001580761
1287,0.30462017539844055
1298,0.12073570597965236
1301,0.2249442481246327
1308,0.18894413237538416
1322,0.32116593030132934
1363,0.26952819469524664
1364,0.27409375937655944
1365,0.3504952902324827
1376,0.1303927118137552
1401,0.5445266338846818
1454,0.1659556653927625
1455,0.1401419699275856
1457,0.23509675291623092
1492,1.80343530918723
1501,0.2455406603442436
1513,0.31305994662452324
1540,0.41860878096070697
1548,0.2279004323008086
1564,0.3197284657832148
1571,0.4191873716114992
1575,0.4009026906372069
1576,0.14474363047347455
1633,0.26008854684234917
1646,0.2458857917274263
1660,0.10131154339847245
1661,0.4291629155457431
1673,0.8853091622595117
1703,0.1444191503280819
1731,0.36483077580589557
1751,0.7568234128162208
1756,0.5521974805098117
1778,0.7047305932399556
1813,0.3129093068996518
1822,0.11042673358943549
1856,0.4656049797452508
1859,0.06859569693595159
1879,0.025068770309173552
1899,0.10389047525317957
1900,0.07130491394504271
1901,0.2270884414968523
1903,0.33262804623054054
1912,0.14446019325551898
1924,0.09953815706871509
1928,0.2134721840069524
1937,0.2519795864817262
1938,0.23316839964990624
1942,0.4881595969026552
1947,0.24190377115982428
1971,0.5143760378246569
1974,0.29369832614771935
